"","GSM3124520","GSM3124521","GSM3124522","GSM3124523","GSM3124524","GSM3124525","GSM3124526","GSM3124527","GSM3124528","GSM3124529","GSM3124530","GSM3124531","GSM3124532","GSM3124533","GSM3124534","GSM3124535","GSM3124536","GSM3124537","GSM3124538","GSM3124539","GSM3124540","GSM3124541","GSM3124542","GSM3124543","GSM3124544","GSM3124545","GSM3124546","GSM3124547","GSM3124548","GSM3124549","GSM3124550","GSM3124551","GSM3124552","GSM3124553","GSM3124554","GSM3124555","GSM3124556","GSM3124557","GSM3124558","GSM3124559"
"hsa-miR-4307",-0.726,-1.019,-1.156,-1.471,-1.548,-1.255,-0.663,-0.297,-0.53,-0.35,-0.328,-0.566,-0.614,-0.934,-0.921,-1.987,-2.392,-2.925,-2.217,-2.57,-2.297,-2.437,-2.504,-1.429,-1.787,-1.703,-2.073,-2.197,-1.728,-1.73,-1.136,-1.29,-2.088,-2.239,-2.268,-2.69,-1.924,-0.989,-2.019,-1.606
"hsa-miR-4308",1.365,0.735,0.413,0.865,0.706,0.576,1.588,1.02,0.213,0.715,0.691,1.342,0.872,1.437,0.066,-0.849,-0.11,-0.601,-0.894,-0.777,-0.835,-0.677,-0.704,-0.747,-0.65,-0.894,-0.581,-0.653,-0.795,-0.816,-0.25,-0.235,1.257,-0.695,-0.324,-0.367,-0.888,-0.086,-1.066,0.995
"hsa-miR-4310",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.848,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4311",-2.247,-1.857,-3.224,-2.77,-2.638,-1.067,-1.524,-0.646,-1.928,-1.375,-1.035,-2.462,-1.648,-0.701,-1.712,-2.603,-2.674,-2.965,-2.719,-2.226,-3.144,-3.322,-3.322,-3.209,-3.235,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.345,-3.322,-3.322,-3.02,-2.85,-2.624,-3.322
"hsa-miR-4312",-1.669,-1.948,-3.322,-3.322,-2.967,-1.903,-2.359,-3.081,-3.322,-1.861,-2.797,-2.797,-2.867,-2.565,-3.296,-2.994,-2.316,-3.322,-3.202,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.283,-3.322,-0.957,-2.504,-2.37,-3.05,-3.05,-3.099,-3.322,-1.277
"hsa-miR-4313",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.171,-3.322,-3.322,-3.11,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.136,-2.896,-0.929,-3.322,-2.138,-2.964,-3.2,-3.004,-3.276,-1.316
"hsa-miR-4315",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.037,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4316",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4314",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4318",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4319",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4320",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4317",0.094,-0.01,0.674,0.625,1.19,1.142,0.562,-0.024,1.242,1.306,0.449,0.854,0.768,0.547,1.017,1.166,1.799,1.608,0.848,0.884,1.314,0.904,1.288,0.958,1.061,0.962,1.372,1.243,0.979,1.154,0.792,0.733,1.985,0.9,1.83,1.677,1.106,1.085,1.05,0.086
"hsa-miR-4322",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.194,-2.912,-1.9,-1.713,-2.691,-2.439,-2.7,-2.654,-2.653,-2.604,-2.777,-2.512,-2.285,-3.254,-2.312,-3.295,-3.322,-2.744,-2.134,-1.739,-1.915,-2.608,-3.16,-2.788,-1.707
"hsa-miR-4321",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4323",-2.926,-3.322,-3.322,-3.322,-3.322,-3.172,-3.098,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.834,-3.322,-3.267,-3.322,-3.322,-3.322,-3.322,-2.182
"hsa-miR-4324",-3.065,-2.23,-2.694,-3.277,-3.322,-2.654,-2.063,-2.287,-3.322,-2.058,-2.803,-2.504,-3.09,-2.302,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.074,-3.322,-2.87,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.017,-1.884,-3.322,-3.189,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4256",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4257",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4258",-2.461,-2.817,-3.322,-3.322,-3.252,-1.931,-2.515,-2.787,-3.322,-1.803,-3.088,-3.088,-3.322,-2.866,-3.322,-0.792,0.222,-0.903,-0.893,-0.767,-0.426,0.283,-0.475,-1.436,-1.617,-1.723,-1.64,-1.129,-1.162,-0.994,-1.215,-1.302,1.75,-0.448,0.063,-0.865,-0.494,-0.568,-0.867,0.544
"hsa-miR-4259",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4260",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4253",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4251",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.278,-3.322,-1.928,-3.322,-3.322,-3.322,-3.242,-3.014,-2.401,-2.74,-2.929,-3.109,-2.716,-3.261,-2.719,-3.322,-3.157,-3.188,-3.322,-3.322,-2.618,-3.098,-2.923,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4254",-2.235,-2.275,-2.894,-3.094,-3.125,-2.318,-2.438,-2.816,-3.322,-2.603,-2.668,-2.711,-3.053,-3.185,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4255",0.951,0.739,0.413,1.157,2.088,1.312,0.981,0.865,1.928,2.414,1.086,1.684,1.776,0.81,2.411,4.458,4.425,5.386,3.409,2.875,3.626,4.466,4.784,3.229,4.302,3.215,4.842,4.417,3.966,3.505,2.982,3.422,3.144,2.212,4.612,4.623,3.528,3.623,3.422,3.874
"hsa-miR-4252",-3.004,-3.322,-3.322,-3.184,-3.322,-3.322,-3.322,-3.322,-3.322,-3.293,-3.322,-3.271,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4325",-1.297,-1.808,-0.815,-0.344,-0.891,-1.105,-1.114,-3.322,-0.635,-0.633,-1.287,-1.53,-1.169,-2.139,-0.147,0.254,-2.359,0.532,0.129,0.492,0.165,0.724,0.779,0.172,1.071,0.376,1.104,0.676,1.084,0.009,-0.402,-0.312,-3.322,1.114,-1.524,-1.619,0.635,-0.472,0.457,-2.547
"hsa-miR-4326",-2.393,-2.759,-2.531,-2.471,-2.265,-3.003,-2.715,-2.826,-3.322,-2.676,-2.236,-2.99,-2.441,-2.393,-2.935,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.177
"hsa-miR-4327",-3.322,-3.322,-3.322,-3.322,-3.322,-3.214,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.616,-0.837,-1.005,-1.087,-0.832,-0.4,-0.76,-0.928,-0.821,-0.971,-0.711,-0.292,-0.427,-0.126,-0.322,-0.599,-1.587,-1.885,-1.629,0.16,-1.376,-0.223,-0.66,-2.085,-0.935,-2.156
"hsa-miR-4261",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4265",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4266",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4267",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4262",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-2355-5p",-0.471,-0.92,-2.033,-2.065,-1.598,-1.068,-0.829,-1.782,-2.734,-1.451,-1.566,-1.332,-1.459,-1.641,-1.57,-2.996,-3.041,-2.769,-2.859,-3.315,-3.226,-3.148,-3.044,-2.701,-2.856,-2.875,-2.852,-2.843,-3.21,-2.991,-2.861,-2.721,-2.105,-3.322,-3.104,-2.325,-3.116,-2.73,-3.259,-1.293
"hsa-miR-2355-3p",1.748,1.439,1.945,2.128,2.489,2.135,2.446,3.216,1.387,1.749,2.244,2.215,2.151,2.579,1.276,3.262,3.455,3.039,3.234,2.76,2.239,2.15,2.407,3.311,3.005,3.155,3.076,3.007,3.05,3.141,3.632,3.514,5.044,3.355,3.677,3.492,3.578,3.953,3.49,4.761
"hsa-miR-4268",0.894,1.454,1.652,0.946,-0.674,0.043,0.456,0.954,-0.061,-0.59,0.301,0.715,0.404,0.912,-0.684,-1.258,-1.704,-1.504,-1.544,-1.158,-1.191,-0.992,-1.586,-1.026,-0.991,-1.383,-1.069,-0.933,-2.413,-1.251,-0.616,0.213,-1.253,-0.523,-1.718,-1.241,-0.869,-1.038,-1.321,0.027
"hsa-miR-4269",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4263",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4264",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4270",-3.322,-3.322,-3.322,-3.322,-2.986,-3.322,-3.322,-3.322,-2.873,-3.322,-3.322,-3.322,-3.322,-3.322,-2.214,-0.807,0.428,-1.251,-1.013,-1.24,-0.838,-1.368,-1.48,-2.008,-1.906,-1.711,-1.788,-1.23,-1.21,-2.104,-3.243,-3.322,0.532,-1.15,-1.145,-2.111,-1.336,-2.874,-1.681,-3.322
"hsa-miR-4271",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4272",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4273",-1.033,-1.242,-1.187,-0.924,-0.313,-1.76,-1.693,-1.903,-1.518,-1.703,-1.458,-1.451,-1.292,-1.456,-0.974,-2.187,-2.116,-1.794,-2.266,-2.892,-2.405,-2.628,-2.311,-1.642,-1.909,-2.046,-1.709,-2.086,-2.001,-2.527,-2.325,-2.981,-2.912,-2.935,-1.774,-1.592,-2.67,-2.635,-2.674,-2.489
"hsa-miR-4276",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4275",-0.246,-0.394,-0.084,-0.487,-1.646,-1.255,-0.849,-1.302,-0.38,-0.509,-0.519,-0.088,-0.74,-0.57,-1.363,-1.666,-1.638,-1.429,-1.454,-1.571,-1.548,-2.115,-1.271,-1.339,-1.312,-1.139,-1.39,-1.635,-2.119,-1.432,-0.759,-1.559,-0.459,-1.281,-0.64,-1.805,-1.399,-1.071,-1.881,-1.397
"hsa-miR-4274",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.245,-2.13,-2.812,-2.582,-2.746,-2.652,-2.969,-2.793,-3.204,-3.165,-3.106,-2.622,-2.48,-2.864,-2.662,-2.87,-3.322,-0.42,-1.561,-1.911,-1.644,-2.54,-2.483,-2.857,-1.263
"hsa-miR-4281",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4277",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4279",1.005,0.476,0.178,0.449,0.385,0.307,0.68,0.159,-0.857,0.362,-0.116,0.349,0.429,0.84,-0.119,-0.943,-1.816,-0.458,-1.394,-1.155,-0.858,-0.613,-0.69,-1.297,-1.143,-1.059,-0.727,-0.897,-1.059,-1.361,-1.194,-0.982,-0.944,-0.341,-1.497,-0.506,-0.957,-0.901,-1.147,0.195
"hsa-miR-4278",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.011,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4280",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4282",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4285",-2.011,-1.853,-0.758,-1.092,-0.708,-1.244,-1.761,-2.071,0.463,0.184,-0.636,-1.024,-1.149,-1.572,0.174,0.932,2.382,0.968,0.658,0.851,1.8,1.254,0.914,0.3,0.2,0.436,0.622,1.036,0.536,0.901,0.003,-1.041,2.549,-0.602,1.443,1.122,0.437,0.121,0.393,-0.273
"hsa-miR-4283",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4284",-2.057,-3.017,-3.322,-3.322,-3.322,-2.344,-2.059,-3.061,-3.322,-2.356,-3.322,-3.322,-3.271,-3.322,-2.889,0.605,-3.322,0.552,1.104,0.28,-1.001,-1.243,-1.117,-2.926,-3.322,-3.322,-3.322,-1.838,-2.281,-3.242,-0.462,-1.021,-3.294,1.128,-3.322,-2.14,0.654,0.475,0.604,1.121
"hsa-miR-4286",-1.022,-1.372,-3.2,-3.008,-2.528,-1.403,-1.519,-2.392,-3.322,-1.662,-2.7,-2.066,-2.432,-2.236,-2.323,-0.696,-2.411,-1.157,-0.487,-0.796,-0.095,-1.285,-0.432,-0.998,-2.313,-0.995,-1.098,-0.871,-0.817,-0.799,-0.222,-0.539,1.576,0.76,1.035,-0.625,-0.271,-0.095,-1.152,0.08
"hsa-miR-4287",-2.929,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.881,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.538,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4288",1.439,0.871,1.079,1.231,1.079,1.088,1.543,1.629,1.442,1.829,1.198,1.361,1.321,1.398,0.949,2.227,2.045,2.256,2.414,2.151,2.091,1.881,2.074,2.353,2.138,2.174,2.082,2.012,2.196,2.386,2.684,2.805,3.354,2.348,2.857,1.847,2.431,2.728,2.379,3.248
"hsa-miR-4292",-3.322,-3.322,-3.322,-3.322,-3.322,-3.153,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.618,-1.547,-1.93,-1.889,-2.122,-1.9,-0.637,-1.251,-2.01,-2.239,-2.139,-2.15,-1.808,-2.111,-1.792,-2.342,-2.769,0.224,-0.93,-1.554,-1.224,-1.325,-1.527,-2.004,-0.8
"hsa-miR-4289",-2.545,-2.211,-2.37,-2.521,-3.256,-2.883,-3.123,-2.14,-2.136,-3.136,-2.874,-2.361,-1.996,-3.292,-1.235,-1.578,-3.062,-2.676,-2.528,-2.297,-2.023,-1.506,-1.757,-2.364,-0.962,-2.041,-1.805,-1.5,-0.948,-2.119,-1.988,-1.94,-2.423,-2.58,-1.874,-2.389,-2.564,-0.874,-2.652,-3.209
"hsa-miR-4290",1.039,0.817,-0.01,0.296,0.437,0.633,0.724,0.174,-0.518,0.997,0.014,0.392,0.62,0.72,0.423,-0.457,-1.16,-0.117,-0.773,-0.807,-0.467,-0.617,-0.39,-0.294,-0.453,-0.077,0.017,-0.025,-0.235,-0.207,-0.416,-0.338,-0.971,-0.175,-1.502,0.031,-0.771,-1.015,-0.951,0.032
"hsa-miR-4291",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.941,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.678,-3.322,-2.882,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.76,-2.993,-2.406,-3.322,-1.636,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-4329",-1.517,-1.628,-2.261,-1.904,-2.122,-2.965,-2.969,-3.168,-2.693,-2.823,-2.421,-1.825,-2.225,-2.366,-2.022,-3.322,-3.087,-2.683,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.94,-2.838,-3.071,-2.932,-2.83,-2.985,-2.608,-3.125,-2.473,-3.322,-3.179,-3.322,-3.322,-3.155,-3.322,-2.532
"hsa-miR-4330",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
