"","GSM4118113","GSM4118114","GSM4118115","GSM4118116","GSM4118117","GSM4118118","GSM4118119","GSM4118120","GSM4118121","GSM4118122","GSM4118123","GSM4118124","GSM4118125","GSM4118126","GSM4118127","GSM4118128","GSM4118129","GSM4118130","GSM4118131","GSM4118132","GSM4118133","GSM4118134","GSM4118135","GSM4118136","GSM4118137","GSM4118138","GSM4118139","GSM4118140","GSM4118141","GSM4118142","GSM4118143","GSM4118144","GSM4118145","GSM4118146","GSM4118147","GSM4118148","GSM4118149","GSM4118150","GSM4118151","GSM4118152","GSM4118153","GSM4118154","GSM4118155","GSM4118156","GSM4118157","GSM4118158","GSM4118159","GSM4118160","GSM4118161","GSM4118162","GSM4118163","GSM4118164","GSM4118165","GSM4118166","GSM4118167","GSM4118168","GSM4118169","GSM4118170","GSM4118171","GSM4118172","GSM4118173","GSM4118174","GSM4118175","GSM4118176","GSM4118177","GSM4118178","GSM4118179","GSM4118180","GSM4118181","GSM4118182","GSM4118183","GSM4118184","GSM4118185","GSM4118186","GSM4118187","GSM4118188","GSM4118189","GSM4118190","GSM4118191","GSM4118192","GSM4118193","GSM4118194","GSM4118195","GSM4118196","GSM4118197","GSM4118198","GSM4118199","GSM4118200","GSM4118201","GSM4118202","GSM4118203","GSM4118204","GSM4118205","GSM4118206","GSM4118207","GSM4118208","GSM4118209","GSM4118210","GSM4118211","GSM4118212","GSM4118213","GSM4118214","GSM4118215","GSM4118216","GSM4118217","GSM4118218","GSM4118219","GSM4118220","GSM4118221","GSM4118222","GSM4118223","GSM4118224","GSM4118225","GSM4118226","GSM4118227","GSM4118228","GSM4118229","GSM4118230","GSM4118231","GSM4118232","GSM4118233","GSM4118234","GSM4118235","GSM4118236","GSM4118237","GSM4118238","GSM4118239","GSM4118240","GSM4118241","GSM4118242","GSM4118243","GSM4118244","GSM4118245","GSM4118246","GSM4118247","GSM4118248","GSM4118249","GSM4118250","GSM4118251","GSM4118252","GSM4118253","GSM4118254","GSM4118255","GSM4118256","GSM4118257","GSM4118258","GSM4118259","GSM4118260","GSM4118261","GSM4118262","GSM4118263","GSM4118264","GSM4118265","GSM4118266","GSM4118267","GSM4118268","GSM4118269","GSM4118270","GSM4118271","GSM4118272","GSM4118273","GSM4118274","GSM4118275","GSM4118276","GSM4118277","GSM4118278","GSM4118279","GSM4118280","GSM4118281","GSM4118282","GSM4118283","GSM4118284","GSM4118285","GSM4118286","GSM4118287","GSM4118288","GSM4118289","GSM4118290","GSM4118291","GSM4118292","GSM4118293","GSM4118294","GSM4118295","GSM4118296","GSM4118297","GSM4118298","GSM4118299","GSM4118300","GSM4118301","GSM4118302","GSM4118303","GSM4118304","GSM4118305","GSM4118306","GSM4118307","GSM4118308","GSM4118309","GSM4118310","GSM4118311","GSM4118312","GSM4118313","GSM4118314","GSM4118315","GSM4118316","GSM4118317","GSM4118318","GSM4118319","GSM4118320","GSM4118321","GSM4118322","GSM4118323","GSM4118324","GSM4118325","GSM4118326","GSM4118327","GSM4118328","GSM4118329","GSM4118330","GSM4118331","GSM4118332","GSM4118333","GSM4118334","GSM4118335","GSM4118336","GSM4118337","GSM4118338","GSM4118339","GSM4118340","GSM4118341","GSM4118342","GSM4118343","GSM4118344","GSM4118345","GSM4118346","GSM4118347"
"hsa-miR-122-5p",0.75849,0.3776,0.50706,1.0893,0.2161,1.23533,0.70567,1.01751,0.91466,0.81336,0.6472,0.97421,0.80627,1.05327,0.46553,0.58306,0.37007,0.83064,0.77199,0.87194,0.69278,0.74281,0.50135,0.64025,0.50475,0.96274,0.75737,1.03972,0.1344,0.65223,0.95839,1.78265,0.47404,2.02341,1.30626,1.03812,0.46601,1.29796,0.44459,1.04939,0.92748,0.19217,0.59416,0.09339,0.51104,0.67906,1.71259,0.40023,0.87802,1.10545,0.36874,1.16985,0.30109,1.0113,1.30603,0.63691,0.61928,1.00078,0.59197,0.50633,0.87196,0.73892,0.41059,0.78441,0.59331,0.66322,0.91169,0.63914,1.87929,0.63117,0.79243,1.04184,0.63446,0.70743,0.77855,0.56229,0.88158,0.30455,1.02832,1.18116,0.87379,0.96356,1.25158,0.59998,1.32839,0.57023,0.62055,1.0866,0.81496,0.47464,0.94862,0.63165,1.00118,0.8853,0.36633,0.7264,0.44812,0.54301,1.01737,0.51936,0.64887,0.73109,1.30513,0.49219,0.72012,0.53637,0.43473,0.57557,0.69678,1.51306,0.42765,0.89888,0.69894,1.31435,0.48944,0.48507,0.76636,0.67211,0.28477,0.38719,0.49304,0.37958,0.34205,0.35303,0.41491,0.49469,0.68975,0.63598,-0.34092,1.43851,0.62827,0.59076,0.41975,0.85346,0.10369,0.2461,0.69141,0.3778,0.62337,0.48414,0.34239,0.61351,1.12602,0.94578,0.93188,1.27021,0.48064,0.58346,1.37831,1.12387,0.64679,1.0606,0.66019,1.37645,0.61443,0.86586,0.41008,0.42582,0.8388,0.87977,0.42041,0.21354,0.36683,0.72996,0.37843,0.76414,0.58069,0.92022,0.47955,0.6904,0.14646,0.95603,0.22712,0.4791,0.63087,0.71949,0.70324,0.58252,-0.15041,0.69376,0.68799,0.03366,0.57433,-0.03794,0.62795,0.53864,0.60056,0.25795,0.85975,0.17087,0.17344,0.0771,0.42834,0.67685,-0.13359,0.78739,0.44317,0.58607,0.3677,0.52072,0.14826,0.60501,0.62813,0.37382,0.53092,0.43017,0.86231,0.7773,-0.4234,-0.25549,1.10657,0.89237,0.10111,1.14642,0.46005,0.65039,1.13661,0.85306,0.52207,0.38148,0.26116,0.6152,0.39988,0.53679,0.72635,0.73031,0.47773,0.78494,1.01197,1.0319,0.27038,0.26569,0.92619,0.57485,0.92165
"hsa-miR-205-3p",1.62929,0.33013,0.65718,0.48525,0.59075,0.62818,0.90052,0.92233,1.05616,1.81351,0.78698,0.8612,0.88484,0.46687,0.4948,0.40004,0.777,0.48089,0.66449,1.00963,1.06422,0.57561,0.38412,0.90595,0.11735,0.92282,0.88682,1.20993,0.42918,0.78234,0.68476,1.44566,0.39966,1.36263,0.60192,0.95698,0.27807,0.43904,0.2476,1.51314,1.15602,0.2559,0.84374,-0.00103,0.80586,1.02958,1.46901,0.67635,1.08501,1.24762,0.56569,1.52954,0.19438,0.70285,1.49331,0.76946,0.40562,0.85483,0.6094,1.0233,0.35716,0.96697,0.81491,0.78796,0.42757,0.58,1.86968,0.58622,1.50655,0.59154,0.75972,0.89992,0.98388,0.96388,0.60093,0.17467,0.97216,0.43882,0.75173,1.2063,1.14481,1.13468,0.7791,0.56816,0.72543,0.87916,0.45245,1.09015,0.67635,0.87414,0.78767,0.54717,0.91867,1.13421,0.67638,0.6844,0.78141,0.63589,0.94521,0.53421,0.55369,0.73866,0.48566,0.69429,1.03964,0.39305,0.44958,0.66553,0.95113,1.25038,0.60821,1.2668,0.89352,1.56549,0.62744,0.83144,0.61526,0.36176,0.17163,0.1421,0.77225,0.82294,0.15472,0.5824,0.27988,0.50747,0.70461,0.4766,-0.28327,0.6535,1.59329,0.30638,0.92582,0.7567,0.21445,0.33283,0.70419,0.45141,0.83401,0.27164,0.80726,0.58548,0.57054,0.58226,0.74787,0.85213,0.39814,0.61274,0.95049,0.90707,0.63643,0.84448,0.96269,0.90151,0.67415,0.2801,0.50495,0.27071,0.74439,1.05211,0.3379,-0.01921,0.34916,1.19092,0.69251,0.41843,0.60168,0.69033,0.38355,0.34328,0.31881,1.00016,0.19863,0.16405,0.49447,0.45607,0.65674,0.89254,-0.0583,0.31008,0.52235,0.42526,0.70856,0.11212,0.55988,0.50129,0.70167,0.59257,0.91649,0.31877,0.34479,-0.05676,0.5443,0.69171,-0.20575,0.56411,0.91038,0.71198,1.02925,0.26788,0.13712,0.57194,0.59917,1.46943,0.81599,0.47223,0.86586,0.73689,-0.49604,-0.25117,1.48694,0.85502,-0.19439,0.82398,0.46817,0.93656,0.80332,0.71863,0.45399,0.22096,0.48854,0.47027,0.36536,0.58103,0.32929,0.0897,0.16821,0.65438,0.89329,1.03729,0.39082,0.81342,0.74262,0.5809,0.46288
"hsa-miR-134-3p",1.31285,0.41295,0.74175,0.74106,0.67532,0.98484,0.86434,0.9813,0.62181,0.76899,0.82369,1.1855,0.7301,0.53782,0.3081,0.51148,0.43206,0.91038,0.63522,0.81133,0.88178,0.8963,0.46688,0.74166,0.52639,0.82085,0.42194,1.07692,0.19668,1.00157,0.72244,1.1975,0.39727,1.80456,0.6914,1.22824,0.51606,1.22436,0.52547,0.86468,1.03024,0.12386,0.69947,0.05795,0.96949,1.05559,1.35682,0.14406,1.03617,1.23341,0.5185,1.524,0.07142,0.55549,1.76182,1.25011,0.5431,0.84239,1.35002,0.61179,0.63327,0.91151,0.53084,0.61443,0.42407,0.41329,1.46661,0.48749,1.89434,0.807,0.75202,1.06089,0.46584,0.71989,0.78659,0.58884,0.50588,0.42642,0.75846,0.95588,1.13654,0.68656,1.26902,0.85163,0.63685,0.44882,0.51352,0.80078,0.63659,0.48268,0.96109,0.9947,0.99236,0.96711,0.53977,0.73679,0.61304,0.79709,0.41491,0.52947,0.29388,0.85475,0.85883,0.64403,0.6595,0.6876,0.28516,0.42631,0.28698,1.02305,0.78104,0.90514,0.49814,1.67484,0.41148,0.74714,0.92043,0.12238,0.25439,0.75812,0.9587,0.82055,0.28143,0.36176,0.12467,0.50096,0.70222,0.37968,-0.23501,1.66989,0.64074,0.36116,0.64631,0.49492,0.21095,0.2461,0.60414,0.39435,0.6321,0.64296,0.54055,0.35966,0.8675,0.56805,0.45954,1.36448,0.64635,0.58766,1.93135,1.38692,0.42326,0.635,0.79201,1.68057,0.67415,0.24357,0.70813,0.37019,0.66663,0.62175,0.3399,0.123,0.27558,0.74857,0.75358,0.41492,0.50911,0.46904,0.86026,0.29523,0.27485,0.72913,0.35551,0.29609,0.58395,0.84523,0.23158,0.07199,-0.15692,0.55936,0.34729,-0.0758,0.67231,0.08704,0.74489,0.27787,0.6271,0.25556,0.68473,0.59564,0.01153,0.14822,0.54926,0.87162,-0.28817,0.32222,1.03239,1.14119,0.55428,0.47792,0.10546,0.52147,1.22427,0.94184,0.54184,0.76846,0.70205,0.43358,-0.47213,-0.24514,1.35288,0.90329,-0.34118,1.32331,0.58734,0.9324,0.75936,0.52233,0.62925,0.80154,0.36473,0.45019,0.76972,0.48177,0.65477,1.2614,0.59433,0.86591,1.20039,0.86935,0.29692,0.48454,1.30231,1.04367,0.66232
"hsa-miR-142-5p",0.93384,0.43148,0.54368,0.4387,0.82778,0.84122,1.00085,0.78598,1.0629,1.27443,0.76622,1.48328,0.832,0.38647,0.57032,0.68958,0.24101,0.84342,0.67206,0.57688,1.1423,0.85934,0.72506,0.79373,0.6193,0.67712,0.82037,0.94681,0.19668,0.91176,0.3752,1.09929,0.29204,1.41034,0.55682,0.9997,0.67794,0.48459,0.2943,1.36199,0.79843,0.26263,0.65456,0.00048,0.46714,0.66639,1.34213,1.60893,0.92117,0.64119,0.46488,1.94487,0.07591,0.31355,2.21949,1.05204,0.34595,1.0142,0.98392,0.55777,0.67249,0.72888,0.73451,0.82249,0.64293,0.62272,1.13763,0.52525,1.9271,0.38733,0.75267,1.3149,0.49811,0.58328,0.49331,0.40759,0.66834,0.37419,0.62251,0.90323,0.92836,1.0669,0.86425,0.92664,0.56067,0.76566,0.90604,1.08303,0.77455,0.80636,1.90961,1.44476,0.86665,1.12832,0.93362,0.76955,0.70407,0.43151,0.57613,1.19527,0.41656,0.57053,0.72319,0.61391,1.2567,0.5538,0.56753,0.75714,0.29414,1.42703,0.52174,0.94203,0.6631,1.35991,0.42771,0.35054,0.78445,0.50353,0.19459,0.41967,0.4572,0.43385,0.46051,0.32518,0.55959,0.2574,0.39846,0.3962,-0.28177,1.02436,0.6735,0.62759,0.41618,0.65291,0.15348,0.46442,0.52795,0.83068,1.10318,0.63877,0.70097,0.54217,1.17157,0.76297,0.77824,0.17086,0.64939,0.4197,1.32919,1.26122,0.65271,0.81521,0.73326,1.26884,0.62087,0.53378,0.8509,0.69439,0.40638,0.80687,0.77589,0.15528,0.24429,0.59723,0.54334,0.61161,0.59006,0.58271,0.75264,0.37645,0.46782,1.32551,0.2422,0.8275,0.53719,0.56921,0.41659,1.06539,-0.24402,0.25806,0.51646,0.14941,0.46828,-0.11457,0.59773,0.20335,0.42772,0.35213,0.87318,0.22154,0.42287,-0.02206,0.68585,0.69235,-0.23198,0.80482,1.06467,0.62943,0.87132,0.48096,0.25095,0.56482,0.60027,0.81613,0.19926,0.28155,0.29917,0.67814,-0.38394,-0.33821,0.69388,0.83529,0.07972,0.69581,0.30371,0.78319,0.8951,0.58175,0.82633,0.66533,0.71239,0.39657,0.39631,0.48352,0.54296,1.49645,0.47416,0.65041,0.42839,1.06825,0.4153,0.34081,0.63849,0.44933,0.69507
"hsa-miR-92a-1-5p",1.00948,0.15985,0.96357,0.99566,0.23041,0.47453,1.09603,0.70307,0.85639,0.98967,0.78214,1.10936,0.95393,0.71321,0.47983,0.27155,0.35801,1.2429,0.91073,0.79585,1.09787,0.58708,0.30669,0.59984,0.42579,0.73152,1.20673,1.58053,0.22747,1.29017,0.37456,1.43977,0.57519,2.16023,0.88956,0.88404,0.60499,1.07018,0.76693,1.02216,0.70214,0.26375,0.63798,0.11536,1.2137,0.79673,1.50471,0.94578,0.73001,0.72343,0.51665,1.40631,0.02355,0.75876,1.17115,1.00792,0.51672,1.02786,0.95268,0.59866,0.45316,0.68064,0.63088,0.84388,0.56873,0.67712,1.44176,0.87226,1.8725,0.60585,0.52382,0.66893,0.7255,0.55204,0.42357,0.66564,0.82408,0.55068,0.54972,0.87599,1.46131,0.95377,1.07881,1.22227,0.88417,0.64881,0.20237,0.87395,0.80352,0.78337,0.69016,0.82376,1.68415,0.4691,0.79488,0.61989,0.4042,0.31599,1.0067,0.43671,0.46983,0.65734,0.92263,0.75019,1.07533,0.65263,0.46389,0.35807,0.51633,0.92793,0.8623,1.23617,0.50053,0.77846,0.58472,0.4236,0.98423,0.51784,0.22766,0.29355,0.77075,1.2611,0.31279,0.84058,0.44388,0.34138,0.95299,0.16168,-0.32702,0.92686,0.61589,0.36228,1.12882,0.88435,0.35987,0.6032,0.70532,0.5205,1.45302,0.46164,0.62677,0.75621,0.46461,1.14961,0.39371,0.8473,0.43383,0.27332,1.28844,1.37757,0.62147,0.54224,0.85574,0.92905,0.57665,0.15875,0.7904,0.40795,1.05233,0.76132,0.63889,0.24442,0.36382,1.22784,0.53547,0.66664,0.6988,0.46597,1.62526,0.43638,0.27598,0.69115,0.20649,0.30083,0.48816,0.91547,-0.03705,0.8629,-0.18776,0.09461,0.31586,0.07522,0.66584,0.2406,0.74727,0.44145,0.42708,0.63479,0.77503,0.25695,-0.00395,0.05101,0.64142,0.72067,-0.14342,0.39067,0.26255,0.50908,0.64024,0.31471,-0.00909,0.21388,0.3828,0.59841,0.3706,0.55833,0.88562,1.05537,-0.45572,-0.18494,1.01099,0.70582,0.1781,0.88001,0.39142,0.56567,0.56462,0.88223,0.34001,0.39746,0.64017,0.78723,0.51505,0.56576,0.55307,0.46388,0.43732,0.53248,0.57174,0.57806,0.38493,0.36685,0.94951,0.67813,0.69367
"hsa-miR-153-5p",0.51252,0.3658,0.80934,1.01352,0.58486,0.75553,0.9553,0.81261,0.59602,0.60996,0.6698,0.97898,0.66472,0.46568,0.62908,0.76052,0.5861,0.74232,0.79155,0.81842,0.55252,0.46559,0.43943,0.81118,0.47504,1.38166,0.72166,0.48134,0.14953,0.63946,0.43756,1.53037,0.60243,1.69551,0.96039,0.88292,0.29452,0.39189,0.26053,0.86002,0.9789,0.11164,0.56186,0.21708,0.62473,0.5807,1.43561,0.5013,0.90089,0.69447,0.4529,1.14014,-0.19719,0.87056,1.17115,0.7302,0.63414,0.84713,0.6141,0.49356,0.35205,0.6032,0.80902,0.88594,0.31007,0.24426,1.80028,0.83867,2.32991,0.91635,0.62132,0.55515,0.61716,0.59119,0.7512,0.26965,0.53725,0.50512,0.61916,1.53028,0.96274,0.94087,1.11617,0.71403,1.36623,0.83315,0.31547,0.78834,0.77455,0.61097,0.5826,0.54599,0.93011,0.96316,0.3262,0.56087,0.58393,0.63589,0.4829,0.57641,0.65489,0.50003,0.58524,1.33464,1.00624,0.51368,0.40945,0.58953,0.64963,1.18098,0.6031,1.04739,0.45338,0.99207,0.40112,1.31897,0.61351,0.65206,0.3069,0.80155,0.8211,0.88594,0.09116,0.53457,0.23976,0.42224,0.9237,0.42357,-0.18629,1.80313,0.68533,0.22229,0.82471,1.25618,0.42288,0.45979,0.7672,0.45904,1.2965,0.499,0.49623,0.85562,0.82035,0.92309,0.56394,0.56664,0.46787,0.7454,1.34052,1.01493,0.76464,0.53864,0.56184,2.07169,0.92357,-0.108,0.65679,0.30324,0.66808,0.96101,0.60961,0.21084,0.42389,0.41775,0.92181,0.53409,0.90918,0.69033,0.86026,0.29128,0.44899,0.92374,-0.02328,0.70796,0.42914,0.72066,0.49638,0.54289,-0.34508,0.09461,0.77503,-0.08963,0.65477,-0.18603,0.43383,0.70922,0.513,0.4622,0.75929,0.17371,0.33017,0.0951,0.50412,1.57247,-0.04122,0.50927,1.16562,0.75489,0.72111,0.57307,0.15825,0.58509,0.73239,0.87958,0.85231,0.48515,0.7208,0.51228,-0.40675,-0.16914,1.95919,0.97281,0.00275,1.18863,0.29827,0.62304,0.64549,0.95704,0.69459,0.45934,0.54802,0.42274,0.51863,0.20631,0.89403,0.46275,0.11337,0.78135,1.03726,0.74536,0.42713,0.70447,0.95797,0.83864,0.6694
"hsa-miR-126-5p",1.36221,0.27133,1.08289,1.01526,0.39344,0.67165,0.63163,0.59881,0.67325,0.40534,0.45861,0.83618,0.91575,1.15532,0.35726,0.8094,0.62949,0.89278,0.68458,1.46712,0.66891,0.61909,0.23481,1.04827,0.36206,0.71873,0.56472,1.04452,0.46344,0.7695,0.69991,1.21529,0.40016,1.49358,0.59616,1.0291,0.57603,0.71423,0.2945,1.09875,1.26016,0.20113,0.37461,0.20208,0.78872,0.22044,1.27502,0.74352,1.18275,1.30097,0.41271,1.16341,0.15042,1.24855,1.70188,1.32073,0.49285,0.89649,0.58553,0.66095,0.52933,0.74787,0.58494,0.79337,0.42161,0.21577,1.04008,0.16295,1.98745,0.81173,0.96664,0.71716,0.55861,0.36592,0.468,0.27388,0.50588,0.43294,1.1607,0.59383,1.00461,0.88254,1.64193,0.89154,1.29049,0.87327,0.76823,1.18551,0.78386,0.68722,0.82186,0.58571,1.06988,0.87629,0.77559,0.81535,0.46606,0.63589,0.45515,0.14025,0.29322,0.83252,0.68808,0.6215,0.63802,0.48773,0.36133,0.49348,0.53673,1.06986,0.21026,1.24966,0.54495,1.93118,0.72664,0.4093,0.78554,0.5797,-0.03733,0.49418,0.91267,1.00111,0.17127,0.55083,0.35606,0.40367,0.31559,0.44685,-0.18406,1.25649,0.85887,0.59249,0.38108,0.53515,0.20849,0.16303,0.57173,0.48232,1.11268,0.57517,0.39194,0.53964,0.8675,0.70435,0.94639,0.88639,0.91189,0.65094,1.31856,1.05959,0.425,0.63974,0.30964,1.56934,0.99078,0.17384,0.70394,0.3526,0.43456,0.83749,0.35381,0.20031,0.5556,0.41478,0.36489,0.55737,0.48105,0.97743,0.60139,0.35194,0.27659,0.45183,0.25473,0.23767,0.63489,0.64546,0.16636,1.22237,-0.14867,0.39299,0.56089,-0.10327,0.6362,-0.10205,0.81468,0.50696,0.56005,0.38153,0.91696,0.1322,0.17505,0.35098,0.68472,0.79479,-0.16848,0.53254,1.37849,0.54817,0.65811,0.30041,-0.02345,0.3326,0.96568,0.56023,0.59278,0.28175,0.89807,0.90171,-0.40972,-0.05171,1.46307,1.50403,-0.08185,0.67467,0.51749,0.63968,0.62691,0.6911,0.68407,0.39807,0.46133,0.21056,0.75544,0.67702,0.76625,0.9344,0.23506,0.60414,1.12456,0.76864,0.77898,0.43851,1.32096,1.02608,0.66644
"hsa-miR-222-5p",1.65961,0.26374,1.07498,0.51612,0.59877,0.98065,0.96921,0.97711,0.22105,1.04105,0.40925,0.79188,0.74481,0.84119,0.84026,0.63427,0.69896,0.13607,0.93735,0.85813,0.708,0.59387,0.26711,0.77232,0.5361,0.5501,0.57863,0.96776,-0.02327,0.91112,0.77809,1.18916,0.42213,1.88806,0.55619,1.24688,0.41487,1.05087,0.40502,1.32515,1.59783,-0.01587,0.87225,-0.08096,1.00569,0.87029,1.38335,0.45209,0.88006,1.07137,0.68942,0.89813,-0.01613,0.96093,1.15821,1.0068,0.3004,0.69054,0.97457,0.29413,0.68007,0.55028,0.52486,0.88124,0.83041,0.77372,1.71192,0.59244,1.82268,0.59154,0.85359,0.71222,0.77676,0.74642,0.46799,0.52188,0.39846,0.55223,0.43186,0.76735,1.25205,0.81874,0.84779,0.79738,1.15916,0.86254,0.5375,0.76005,1.09401,0.70058,0.63663,0.9055,0.96982,0.88942,0.55086,0.9243,0.55564,0.49869,1.02215,1.17427,0.25326,0.43157,0.98607,1.17262,0.6981,0.56771,0.6707,0.38214,0.74119,1.4163,0.39629,0.74935,1.18424,1.0285,0.22316,0.9386,1.26682,0.49279,0.16394,0.51832,1.24255,0.39702,0.45428,0.69764,0.15321,0.20983,0.52431,0.48463,-0.3032,1.41201,0.6324,0.3853,0.64212,0.98185,0.35987,0.28231,0.54121,0.3636,0.72179,0.78747,0.75673,1.00495,0.19415,0.79853,0.58809,0.87392,0.31057,0.83697,1.72491,1.4821,0.59643,0.52012,0.27418,0.36095,0.84218,0.01725,0.57599,0.30324,0.38345,0.351,0.47646,0.29789,0.62388,0.66102,0.72283,0.78829,0.74209,1.23557,0.91777,0.37581,0.26412,-0.07925,0.08946,0.52068,0.59046,0.47433,0.42242,0.5568,-0.10599,0.35302,0.36724,-0.02457,0.2536,0.09676,0.54145,0.41249,0.51394,0.383,0.33356,0.5932,0.36658,0.12451,0.90319,0.81893,-0.26822,0.57032,0.47937,0.41815,0.64737,0.33661,0.19362,0.26559,0.41789,0.9193,0.54836,0.46709,0.4501,0.72617,-0.49027,-0.19701,1.03761,1.13715,-0.26892,0.99047,0.51485,1.04646,1.24474,0.73377,0.49071,0.5544,0.20515,0.39449,0.55013,0.70117,0.47027,0.70381,0.59013,0.88221,1.21669,0.95331,0.37099,0.41822,1.09023,0.79978,0.88208
"hsa-miR-125b-1-3p",1.08455,0.23493,1.34327,1.26283,0.25211,0.98065,1.14867,0.37417,1.22696,0.54696,0.3956,1.24871,0.67791,1.74539,0.52364,0.61702,0.66907,1.21494,0.62157,1.31572,0.85258,0.4969,0.27898,0.64614,0.43826,0.53636,0.91513,0.74544,0.28925,0.483,0.73169,1.21517,0.56671,2.11961,0.5781,0.75886,0.38989,0.99281,0.44501,0.41843,0.90982,0.13726,1.13696,0.02735,0.45332,0.38699,1.33939,0.53035,0.7436,0.90134,0.38356,1.34257,-0.10745,1.19919,1.47196,0.63251,0.50307,0.67689,0.38093,0.50675,0.86756,0.43156,0.82431,0.93935,0.57037,1.12284,1.05537,0.29701,2.41307,0.88793,0.57415,0.56834,0.44762,0.90627,0.49889,0.42887,0.70435,0.1848,0.61296,1.08293,0.90083,0.87896,0.86989,0.74752,0.86632,0.54937,0.45555,0.89182,0.98359,0.66917,0.82368,0.81815,0.63074,0.67253,0.61836,0.54252,0.59985,0.28677,0.19656,0.52056,0.27517,0.65898,0.58431,0.91914,0.88392,0.42843,0.34327,0.32911,0.48736,0.90007,0.71949,0.898,0.33683,1.0545,0.37685,0.39564,0.86,0.53954,0.26649,0.18605,1.14051,0.06332,0.28382,0.93606,0.29517,0.40543,0.45721,0.31844,-0.25194,0.66024,0.54109,0.13645,0.91217,1.12611,0.25783,0.53893,0.99321,0.56431,0.62326,0.78747,0.55164,0.72825,0.92561,0.99923,0.64583,0.78262,0.42015,0.28729,1.28941,0.95809,0.50512,0.68984,0.56625,1.7716,0.71016,0.02912,0.70239,0.22374,1.11422,0.39485,0.48177,0.35721,0.25631,0.93694,1.07173,1.01784,0.71296,0.50085,0.37751,0.53388,0.1952,0.37566,-0.07913,0.48289,0.48255,0.71992,0.46241,0.54289,-0.13512,0.31681,0.41929,-0.06028,0.72763,0.26975,0.71156,0.37677,0.45811,0.4816,0.72312,0.16647,0.27528,0.11289,0.67631,1.05282,-0.13722,0.19245,1.08771,0.58245,0.69412,0.35852,0.16597,0.32075,1.46183,0.30194,1.10537,0.50107,1.09758,1.34727,-0.47403,-0.29512,0.92253,0.31194,0.02923,0.66544,0.32674,1.03255,0.93473,0.72537,0.59353,0.89257,0.69464,0.77875,0.64355,0.41142,0.70869,0.52087,0.1758,0.93537,0.74787,1.29571,0.25956,0.31382,0.76041,0.97672,2.77652
"hsa-miR-101-3p",0.76655,0.42805,1.09739,1.06121,0.93365,0.49654,0.92043,0.52,0.74481,0.56076,1.04707,1.47206,0.95349,0.88824,0.62908,0.25646,0.75989,1.21737,0.77563,0.82731,0.68156,0.55851,0.42411,0.90595,0.1491,0.54804,0.97355,1.01368,0.62112,0.75226,0.8833,1.21348,0.41325,1.55607,0.81334,0.77054,0.41439,1.04278,0.73953,1.06326,0.94811,0.14055,0.39605,-0.02624,0.7375,0.20974,2.25131,0.64627,1.26282,0.61938,0.38215,1.27997,-0.00541,0.74642,1.5333,0.92886,0.5562,0.70441,0.93837,0.80514,0.37522,0.59732,0.45527,0.60322,0.61968,0.676,1.12919,0.50344,2.16587,0.85942,0.63491,0.85597,0.46127,0.41361,0.83901,0.27714,0.76401,0.21909,0.25012,0.83396,1.12771,0.72288,1.16386,0.68712,1.30263,0.88687,0.36788,0.51582,0.62117,0.77838,0.80154,1.03102,0.64242,1.35765,0.5182,0.39926,0.75176,0.64948,0.67252,0.74545,0.20583,0.70829,0.68635,0.96911,0.77282,0.70358,0.32148,0.31789,0.68556,0.76296,0.71808,0.74612,0.53685,1.08691,0.68222,0.42317,0.61899,0.49231,0.37502,0.70476,0.19461,1.24876,0.29742,0.49961,0.33982,0.14628,0.69339,0.39278,-0.29182,0.94642,0.63191,0.34994,0.42703,0.72743,0.12882,0.28242,0.56362,0.62359,0.9251,0.51287,0.45117,0.58921,0.62532,0.77592,0.67277,1.21255,0.69893,1.03032,1.28773,0.98728,0.62075,0.63974,0.34983,0.87835,0.9595,0.21294,1.16677,0.35093,0.81276,0.76132,0.21729,0.09386,0.39528,0.96447,0.8932,0.6862,0.9408,0.70392,0.78232,0.13819,0.50498,0.65096,0.06532,0.51041,0.78222,0.56578,0.1785,0.54289,-0.05157,0.3464,0.44137,0.01175,0.62809,-0.04915,0.74727,0.41249,0.19765,0.30564,1.06648,0.44321,0.61829,0.08438,0.77663,0.64122,-0.12386,-0.04048,1.13729,0.58276,0.58017,0.02676,0.06293,0.48796,0.55868,0.23766,0.3432,0.28008,0.64869,0.59734,-0.48931,-0.23971,0.88265,0.40107,-0.1544,0.83016,0.29239,0.58523,0.5074,0.67814,1.04918,0.81463,0.66631,0.5007,0.66805,0.71334,0.94718,0.9344,0.43732,0.88189,0.6526,0.94734,0.84266,0.29202,0.78262,1.11249,0.77078
