"","GSM3334304","GSM3334305","GSM3334306","GSM3334307","GSM3334308","GSM3334309","GSM3334310","GSM3334311","GSM3334312","GSM3334313","GSM3334314","GSM3334315","GSM3334316","GSM3334317","GSM3334318","GSM3334319","GSM3334320","GSM3334321","GSM3334322","GSM3334323","GSM3334324","GSM3334325","GSM3334326","GSM3334327","GSM3334328","GSM3334329","GSM3334330","GSM3334331","GSM3334332","GSM3334333","GSM3334334","GSM3334335","GSM3334336","GSM3334337","GSM3334338","GSM3334339","GSM3334340","GSM3334341","GSM3334342","GSM3334343","GSM3334344","GSM3334345","GSM3334346","GSM3334347","GSM3334348","GSM3334349","GSM3334350","GSM3334351","GSM3334352","GSM3334353","GSM3334354","GSM3334355","GSM3334356","GSM3334357","GSM3334358","GSM3334359","GSM3334360","GSM3334361","GSM3334362","GSM3334363","GSM3334364","GSM3334365","GSM3334366","GSM3334367","GSM3334368","GSM3334369","GSM3334370","GSM3334371","GSM3334372","GSM3334373","GSM3334374","GSM3334375","GSM3334376","GSM3334377","GSM3334378","GSM3334379","GSM3334380","GSM3334381","GSM3334382","GSM3334383","GSM3334384","GSM3334385","GSM3334386","GSM3334387","GSM3334388","GSM3334389","GSM3334390","GSM3334391","GSM3334392","GSM3334393","GSM3334394","GSM3334395","GSM3334396","GSM3334397","GSM3334398","GSM3334399","GSM3334400","GSM3334401","GSM3334402","GSM3334403","GSM3334404","GSM3334405","GSM3334406","GSM3334407","GSM3334408","GSM3334409","GSM3334410","GSM3334411","GSM3334412","GSM3334413","GSM3334414","GSM3334415","GSM3334416","GSM3334417","GSM3334418","GSM3334419","GSM3334420","GSM3334421","GSM3334422","GSM3334423","GSM3334424","GSM3334425","GSM3334426","GSM3334427","GSM3334428","GSM3334429","GSM3334430","GSM3334431","GSM3334432","GSM3334433","GSM3334434","GSM3334435","GSM3334436","GSM3334437","GSM3334438","GSM3334439","GSM3334440","GSM3334441","GSM3334442","GSM3334443","GSM3334444","GSM3334445","GSM3334446","GSM3334447","GSM3334448","GSM3334449","GSM3334450","GSM3334451","GSM3334452","GSM3334453","GSM3334454","GSM3334455","GSM3334456","GSM3334457","GSM3334458","GSM3334459","GSM3334460","GSM3334461","GSM3334462","GSM3334463","GSM3334464","GSM3334465","GSM3334466","GSM3334467","GSM3334468","GSM3334469","GSM3334470","GSM3334471","GSM3334472","GSM3334473","GSM3334474","GSM3334475","GSM3334476","GSM3334477","GSM3334478","GSM3334479","GSM3334480","GSM3334481","GSM3334482","GSM3334483"
"hsa-miR-99b-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.496,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-296-5p",13.11,14.291,13.434,13.74,13.192,14.612,13.022,12.254,13.694,9.807,11.207,12.748,12.9,14.673,12.944,14.17,14.138,13.064,12.165,12.747,13.265,15.075,15.402,13.284,13.763,14.273,11.782,13.468,14.776,14.129,14.763,13.582,13.891,12.614,10.498,12.869,12.438,12.036,13.052,11.8,14.361,15.281,13.484,13.515,13.328,12.091,13.865,11.527,12.012,12.944,12.869,12.74,12.837,8.644,8.644,8.644,8.644,12.272,14.147,12.473,10.772,10.539,10.462,11.456,9.986,11.792,11.925,10.739,8.644,11.008,12.593,12.459,11.382,13.511,9.868,10.579,10.437,10.735,10.674,9.148,10.014,8.946,8.644,9.626,8.644,11.487,12.884,12.688,11.105,10.932,11.471,11.457,8.878,10.453,8.644,11.757,11.638,10.624,8.644,13.259,12.107,11.983,11.411,12.403,13.291,13.47,11.845,9.706,12.687,13.412,10.615,15.402,10.079,12.158,12.957,11.937,10.584,13.423,12.266,10.549,9.594,11.729,8.644,8.644,10.79,10.185,10.34,9.663,9.587,9.732,12.55,8.644,8.644,8.644,8.644,11.419,10.396,12.274,8.644,12.575,12.179,12.682,12.04,8.644,8.644,8.644,9.442,9.031,8.821,8.644,12.783,12.11,12.395,12.674,9.875,11.584,10.42,10.39,10.57,10.674,11.373,10.377,10.52,8.978,10.693,11.507,10.343,8.644,8.644,8.644,8.644,10.294,10.749,9.822,11.029,9.37,10.485,8.644,8.644,8.644
"hsa-miR-296-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.154,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.747,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-130b-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.524,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.477,9.062,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.628,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-130b-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.975,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.975,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-30e-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.429,8.644,8.677,9.938,10.838,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.627,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.165,15.196,8.644,8.644,8.644,10.126,12.033,12.106,8.644,8.716,8.644,10.614,8.644,8.644,8.644,8.644,9.681,8.644,8.644,8.644,8.644,8.644,8.644,8.869,8.644,8.644,8.644,8.644,10.436,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.449,9.307,9.679,10.996,9.799,10.308,8.644,8.644,8.644,10.134,8.644,9.403,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.525,10.661,10.756,8.644,8.644,11.011,13.668,10.623,9.778,10.725,8.644,8.644,8.644,8.644,8.644,10.243,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.172,8.644,8.644,8.644,8.644,8.644,10.386,8.644,8.644,8.644,8.644,8.644,8.644,10.263,8.644,8.644,8.644,8.644,8.644,9.206,8.644,8.644,8.644,8.644,9.227,8.644,8.644,8.644,8.644,8.644,8.644,10.184,8.644,8.644,8.644,10.116,11.468,8.644,8.644,8.644,10.44,11.414,8.644,8.644,9.728,11.652,8.644,9.104,8.644,9.226,9.084
"hsa-miR-30e-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.559,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-26a-2-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.151,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-361-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.278,8.644,8.644,8.644,12.639,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.812,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-361-3p",10.816,12.811,11.841,12.075,10.696,13.075,10.905,10.983,12.547,8.644,9.791,11.162,10.709,14.401,10.362,13.566,12.961,11.731,11.131,11.627,11.9,14.771,15.16,13.087,11.67,13.333,10.366,12.397,13.638,13.969,14.109,11.759,13.467,10.804,10.54,12.45,11.895,12.2,13.022,11.174,14.036,15.208,13.651,13.604,12.875,12.271,13.366,11.291,12.372,13.526,13.109,12.072,11.513,11.911,11.242,12.746,12.451,12.77,14.084,12.642,9.127,8.644,8.644,9.533,8.644,8.644,10.015,9.459,8.644,8.644,11.461,10.39,8.771,13.033,8.644,9.211,10.149,9.436,8.644,8.644,8.714,8.644,8.644,8.644,8.644,10.004,11.614,11.352,9.319,8.644,10.059,9.999,8.644,8.644,8.644,10.362,9.916,8.644,8.644,11.85,10.995,11.068,10.317,11.134,12.429,12.401,11.049,9.873,11.259,12.678,9.679,15.022,9.161,11.088,12.154,10.922,8.644,12.654,10.811,8.644,8.644,9.595,8.644,8.644,9.142,8.644,8.644,8.644,8.644,8.644,10.849,8.644,8.644,8.644,8.644,9.488,8.644,8.644,8.644,10.44,10.993,11.883,10.953,8.644,8.971,10.192,8.644,9.569,8.644,10.051,11.634,11.023,11.102,11.297,8.644,10.638,8.842,8.644,9.227,8.644,10.703,8.991,8.644,8.644,9.971,11.067,9.655,8.644,8.644,8.644,8.644,8.767,9.537,9.878,10.184,8.644,10.016,8.644,8.644,8.644
"hsa-miR-362-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.201,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.75,8.644,8.644,8.644,8.644,8.644
"hsa-miR-362-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.972,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-363-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,12.135,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-363-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.25,9.899,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.881,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.12,9.051,8.644,8.644,10.702,8.644,10.32,8.644,8.644,9.298,8.644,10.092,10.287,10.787,11.623,8.644,10.502,8.644,11.793,8.644,11.04,10.29,8.644,10.163,8.644,8.644,9.444,8.644,9.944,11.446,10.221,11.031,8.644,8.644,10.896,13.869,10.876,11.781,11.907,9.816,8.644,8.644,8.644,8.644,10.015,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.872,8.644,8.644,8.644,8.644,8.644,10.575,9.765,8.644,11.043,8.644,8.644,9.588,10.639,8.684,8.675,11.395,8.644,11.313,10.68,12.009,8.644,8.644,8.644,10.817,11.308,8.837,8.644,9.404,11.136,8.644,11.659,10.54,10.237,10.766,12.253,11.633,8.644,10.709,10.813,12.2,8.644,8.644,8.644,11.051,12.371,10.568,11.031,9.944,9.406,9.634
"hsa-miR-365a-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,10.268,8.644,8.644,8.644,8.644,8.644,8.644,8.644,9.919,12.128,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.405,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,13.292,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-302b-5p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.327,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
"hsa-miR-302b-3p",8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,11.443,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644,8.644
